Age,Education,Black,Hispanic,Married,NoDegree,RE74,Treatment,RE78
27,12,1,0,1,0,13427.419,0,14079.779
23,13,0,0,1,0,14322.581,0,20688.172
27,12,0,0,1,0,14322.581,0,19210.445
28,12,1,0,1,0,14859.677,0,19210.445
21,12,0,0,1,0,15217.742,0,23643.625
28,12,0,0,1,0,15933.871,0,0
22,13,0,0,1,0,16112.903,0,0
20,12,0,0,1,0,16112.903,0,26599.078
24,16,0,0,1,0,16470.968,0,27337.942
22,12,0,0,1,0,16829.032,0,21870.353
27,12,0,1,1,0,16829.032,0,37829.8
35,12,1,0,1,0,17187.097,0,21279.263
23,16,0,0,1,0,19693.548,0,29554.531
22,16,0,0,1,0,19693.548,0,2955.4531
23,16,0,0,1,0,23274.194,0,25121.352
20,12,0,0,1,0,26854.839,0,31032.258
22,12,1,0,1,0,14680.645,0,14038.402
24,12,0,0,1,0,719.70968,0,27963.02
26,12,0,0,1,0,10741.935,0,0
42,12,1,0,1,0,11185.935,0,0
28,15,0,0,1,0,18619.355,0,13986.682
24,13,0,0,1,0,14322.581,0,32509.985
50,12,0,0,1,0,14322.581,0,13151.767
50,12,0,0,1,0,14322.581,0,13151.767
28,13,0,0,1,0,14322.581,0,14038.402
25,12,0,0,1,0,16112.903,0,25121.352
31,12,1,0,0,0,17903.226,0,14777.266
32,16,1,0,1,0,19693.548,0,28076.805
22,12,0,0,1,0,19693.548,0,21870.353
22,13,1,0,1,0,14320.79,0,18660.731
26,12,1,0,1,0,8951.6129,0,11082.949
22,12,0,0,1,0,8951.6129,0,14186.175
29,12,0,0,0,0,14370.919,0,12615.352
53,17,0,0,1,0,16399.355,0,15663.902
25,12,0,0,1,0,17724.194,0,31327.803
26,12,1,0,1,0,18175.355,0,19949.309
24,16,0,0,0,0,19505.565,0,19210.445
27,17,0,0,0,0,0,0,41376.344
46,12,0,0,1,0,734.03226,0,20688.172
25,12,1,0,1,0,3738.1935,0,10512.547
21,13,0,0,0,0,4946.6613,0,1733.3733
37,12,0,0,1,0,8951.6129,0,28076.805
37,12,0,0,1,0,8951.6129,0,28076.805
28,15,1,0,1,0,9452.9032,0,31032.258
22,12,0,0,0,0,10741.935,0,28963.441
22,12,0,0,0,0,11637.097,0,20688.172
27,12,0,0,1,0,12532.258,0,19210.445
21,13,1,0,1,0,12532.258,0,25121.352
49,16,0,0,1,0,12890.323,0,17732.719
26,12,0,0,1,0,13427.419,0,0
33,14,0,0,1,0,13427.419,0,13890.63
28,15,0,0,1,0,13785.484,0,15959.447
29,17,0,0,1,0,14143.548,0,25860.215
54,16,1,0,1,0,14322.581,0,11821.813
25,14,0,1,1,0,14322.581,0,20702.949
32,12,0,0,1,0,14322.581,0,13299.539
40,12,0,0,1,0,14322.581,0,16254.992
40,12,0,0,1,0,14322.581,0,16254.992
27,16,0,0,1,0,14322.581,0,22165.899
24,12,0,0,1,0,14680.645,0,17732.719
43,12,0,0,1,0,14680.645,0,13831.521
25,16,0,0,1,0,15217.742,0,19062.673
26,12,1,0,1,0,15217.742,0,15516.129
34,12,1,0,1,0,15754.839,0,17732.719
21,13,0,0,1,0,15933.871,0,25121.352
21,12,1,0,1,0,16112.903,0,11821.813
23,12,1,0,1,0,16202.419,0,19210.445
26,12,0,0,1,0,16470.968,0,35022.12
28,14,0,0,1,0,16757.419,0,16254.992
26,17,0,0,1,0,16829.032,0,19210.445
20,14,0,0,0,0,17008.065,0,26599.078
26,12,1,0,1,0,17983.79,0,20688.172
21,12,1,0,1,0,19693.548,0,19210.445
41,12,0,0,1,0,19693.548,0,32509.985
28,16,0,0,1,0,19693.548,0,28815.668
23,16,0,0,0,0,21483.871,0,26599.078
22,12,0,0,1,0,22916.129,0,31771.121
27,14,0,1,0,0,23274.194,0,27337.942
26,16,0,0,1,0,23274.194,0,29554.531
54,12,0,0,1,0,25064.516,0,0
54,12,0,0,1,0,25064.516,0,0
54,12,1,0,0,0,25064.516,0,20688.172
37,16,0,0,0,0,26854.839,0,29258.986
32,13,0,0,1,0,30435.484,0,22018.126
29,12,0,0,1,0,17487.871,0,10196.313
22,13,0,0,1,0,15826.452,0,35465.438
23,12,1,0,1,0,30435.484,0,27781.26
36,12,0,0,1,0,12727.403,0,17444.562
21,13,0,0,1,0,21483.871,0,14777.266
21,12,0,0,1,0,16291.935,0,14481.72
26,12,1,0,1,0,17903.226,0,19505.991
28,12,1,0,1,0,19693.548,0,13299.539
43,12,0,0,1,0,14322.581,0,14777.266
27,12,1,0,1,0,16112.903,0,20460.602
36,17,0,0,0,0,30793.548,0,29584.086
23,12,0,0,1,0,4833.871,0,25564.67
31,12,0,0,1,0,15038.71,0,17732.719
25,14,0,0,1,0,15217.742,0,18471.582
35,12,1,0,1,0,16086.048,0,19210.445
23,16,0,0,1,0,16829.032,0,20688.172
21,12,0,0,1,0,20588.71,0,28815.668
22,12,0,0,0,0,9846.7742,0,2955.4531
36,12,1,0,1,0,21304.839,0,22165.899
21,12,0,0,1,0,18529.839,0,11969.585
28,12,0,0,1,0,13298.516,0,0
24,12,0,1,1,0,8951.6129,0,21870.353
30,12,0,0,0,0,14680.645,0,15146.697
44,12,0,0,1,0,16112.903,0,17289.401
30,12,0,0,1,0,16650,0,19949.309
34,12,0,0,1,0,16829.032,0,20688.172
26,16,0,0,1,0,21483.871,0,40637.481
23,16,0,0,1,0,21483.871,0,18471.582
20,12,0,0,0,0,19604.032,0,19653.763
26,13,0,0,0,0,3580.6452,0,8866.3594
21,12,1,0,1,0,9846.7742,0,7388.6329
25,12,0,0,1,0,12181.355,0,17732.719
23,15,0,0,1,0,13427.419,0,16993.856
25,12,1,0,0,0,14859.677,0,22904.762
28,16,0,0,1,0,15396.774,0,17437.174
38,14,0,0,1,0,16112.903,0,19505.991
29,17,0,0,1,0,16112.903,0,17732.719
24,17,0,0,1,0,16650,0,20688.172
25,16,1,0,1,0,17008.065,0,21870.353
55,12,0,0,1,0,17545.161,0,16254.992
30,14,0,0,1,0,17545.161,0,0
21,12,0,0,0,0,17903.226,0,19210.445
26,12,0,0,1,0,17903.226,0,17732.719
34,12,0,0,1,0,19532.419,0,16254.992
22,12,0,0,1,0,19693.548,0,26007.988
22,16,0,0,0,0,22737.097,0,37682.028
27,15,0,0,0,0,23274.194,0,23643.625
26,12,0,0,0,0,23274.194,0,2955.4531
26,16,0,0,1,0,24706.452,0,29554.531
24,14,1,0,1,0,28466.129,0,40637.481
26,14,1,0,0,0,21483.871,0,28815.668
23,12,1,0,1,0,10491.29,0,7565.9601
28,14,0,0,0,0,12174.194,0,1921.0445
21,12,0,0,1,0,15396.774,0,0
30,12,0,0,1,0,17366.129,0,18978.442
24,12,0,0,1,0,18619.355,0,25121.352
51,12,0,0,1,0,19693.548,0,17732.719
21,14,0,0,0,0,19693.548,0,35465.438
22,14,1,0,1,0,21125.806,0,24086.943
24,12,0,0,1,0,9311.4677,0,23080.611
23,15,0,0,1,0,20844.726,0,25514.427
26,14,0,0,1,0,25064.516,0,38716.436
45,12,0,0,1,0,16381.452,0,18176.037
46,13,0,0,1,0,15754.839,0,14777.266
29,12,0,0,1,0,19686.387,0,33544.393
26,14,0,0,1,0,20588.71,0,24530.261
27,16,0,0,1,0,24885.484,0,22165.899
26,14,0,0,1,0,7161.2903,0,14771.355
20,15,0,0,1,0,8056.4516,0,18471.582
23,12,0,0,1,0,12532.258,0,21427.035
30,16,0,0,1,0,17867.419,0,15516.129
24,12,0,0,1,0,22379.032,0,16254.992
23,12,0,0,1,0,0,0,23643.625
34,12,0,0,1,0,0,0,0
24,12,0,1,1,0,4848.1935,0,22165.899
43,12,1,0,1,0,10741.935,0,21858.531
28,14,1,0,1,0,12532.258,0,16254.992
20,12,0,0,1,0,15217.742,0,28815.668
23,12,1,0,1,0,15217.742,0,15516.129
27,14,1,0,1,0,16112.903,0,26599.078
53,12,0,0,1,0,16112.903,0,19210.445
28,16,0,0,1,0,16112.903,0,22165.899
26,12,0,0,1,0,16112.903,0,25121.352
25,15,0,0,1,0,16112.903,0,18619.355
29,14,0,0,1,0,17187.097,0,19699.573
26,12,1,0,1,0,17416.258,0,23643.625
55,16,0,0,1,0,17903.226,0,22165.899
22,12,0,1,1,0,17903.226,0,14777.266
33,12,0,0,1,0,17903.226,0,15811.674
34,14,0,1,1,0,17903.226,0,8866.3594
24,12,0,0,1,0,18440.323,0,19949.309
24,12,0,0,1,0,18750.048,0,32509.985
26,12,1,0,1,0,18798.387,0,18471.582
45,12,0,0,1,0,18798.387,0,19949.309
22,12,0,0,1,0,19693.548,0,23643.625
55,14,0,0,1,0,19693.548,0,2068.8172
24,12,0,0,1,0,19693.548,0,11526.267
23,12,0,0,1,0,21546.532,0,4433.1797
24,13,1,0,0,0,25064.516,0,22165.899
31,13,0,0,1,0,25064.516,0,23643.625
43,12,0,0,1,0,26854.839,0,28076.805
43,12,0,0,1,0,26854.839,0,28076.805
23,12,1,0,1,0,14322.581,0,12294.685
22,12,0,0,1,0,12532.258,0,20688.172
30,12,1,0,1,0,17366.129,0,19210.445
28,12,0,0,0,0,5012.9032,0,16240.215
28,12,0,0,1,0,11100,0,20688.172
21,12,0,0,0,0,12945.823,0,26599.078
28,13,0,0,1,0,15396.774,0,22452.578
25,14,0,0,1,0,14322.581,0,9974.6544
54,12,0,0,1,0,18798.387,0,23643.625
26,16,0,0,1,0,19872.581,0,20983.717
26,16,0,0,1,0,23274.194,0,28076.805
49,13,0,0,1,0,17903.226,0,17732.719
21,13,1,0,0,0,21125.806,0,21870.353
26,16,0,0,1,0,22379.032,0,18471.582
30,12,1,0,1,0,25422.581,0,22165.899
21,13,0,0,1,0,8951.6129,0,27337.942
33,12,0,0,1,0,12890.323,0,20688.172
33,12,0,0,1,0,14412.097,0,20688.172
40,12,0,0,1,0,17545.161,0,17289.401
27,16,0,0,1,0,18798.387,0,25860.215
21,12,0,0,1,0,19693.548,0,28224.578
31,12,0,0,1,0,14814.919,0,16254.992
27,14,1,0,1,0,0,0,13299.539
47,17,0,0,1,0,10025.806,0,35465.438
32,12,1,0,1,0,16112.903,0,17732.719
28,12,1,0,0,0,17008.065,0,19949.309
35,14,0,0,1,0,19693.548,0,22424.501
26,14,0,0,1,0,19693.548,0,28076.805
37,12,0,0,1,0,21483.871,0,23052.535
23,12,0,0,0,0,23274.194,0,32953.303
44,12,1,0,1,0,23632.258,0,19210.445
44,12,1,0,1,0,23632.258,0,19210.445
36,12,1,0,1,0,25064.516,0,33692.166
26,12,0,0,1,0,18261.29,0,24973.579
23,14,0,0,1,0,21662.903,0,28076.805
32,13,1,0,1,0,14143.548,0,26599.078
33,12,0,0,0,0,16028.758,0,17502.194
37,12,1,0,1,0,16112.903,0,32509.985
27,12,0,0,1,0,17187.097,0,19505.991
43,12,0,0,1,0,17903.226,0,26155.76
27,16,0,0,1,0,17903.226,0,18471.582
24,12,0,0,1,0,17903.226,0,18323.81
24,12,0,0,1,0,18798.387,0,23052.535
34,12,1,0,0,0,30435.484,0,12560.676
42,12,0,0,1,0,17008.065,0,19210.445
24,13,1,0,1,0,16112.903,0,12560.676
27,12,0,0,1,0,11995.161,0,22165.899
23,12,1,0,1,0,13427.419,0,13299.539
26,16,0,0,1,0,16112.903,0,26599.078
27,12,1,0,1,0,19693.548,0,19210.445
37,12,1,0,1,0,25959.677,0,25860.215
37,12,0,0,1,0,20893.065,0,16993.856
26,12,0,1,1,0,0,0,13299.539
23,12,0,0,1,0,20683.597,0,16993.856
26,13,0,0,1,0,14680.645,0,18471.582
27,16,0,0,1,0,17688.387,0,0
27,12,0,0,0,0,19514.516,0,23643.625
29,14,0,0,1,0,21483.871,0,23052.535
25,16,0,0,1,0,22558.065,0,33396.621
26,12,0,0,1,0,13024.597,0,24627.791
22,14,0,0,1,0,17616.774,0,17289.401
28,12,0,0,1,0,0,0,29554.531
46,12,0,0,1,0,19201.21,0,20431.048
33,17,0,0,0,0,0,0,1539.7911
23,12,0,0,1,0,12532.258,0,25121.352
23,12,0,0,1,0,12532.258,0,0
23,13,0,0,1,0,17903.226,0,31032.258
26,16,0,0,1,0,25780.645,0,25564.67
24,16,1,0,0,0,15217.742,0,23643.625
37,12,1,0,1,0,12030.968,0,14777.266
50,16,0,0,0,0,0,0,23643.625
26,13,0,0,1,0,0,0,23643.625
21,12,1,0,0,0,716.12903,0,22165.899
25,12,1,0,1,0,5370.9677,0,24642.568
24,13,1,0,1,0,11637.097,0,18442.028
24,12,1,0,0,0,11995.161,0,19210.445
32,14,1,0,1,0,12335.323,0,14777.266
27,16,0,0,1,0,12532.258,0,17720.897
21,12,0,1,1,0,12532.258,0,17732.719
24,16,0,0,1,0,12890.323,0,31032.258
45,14,0,0,1,0,13606.452,0,17732.719
38,12,0,0,1,0,13964.516,0,16286.025
27,15,0,0,1,0,14859.677,0,23643.625
20,12,1,0,1,0,16709.081,0,12708.449
23,12,1,0,1,0,17008.065,0,22165.899
33,12,0,0,1,0,17008.065,0,25014.955
24,13,0,0,1,0,17187.097,0,22313.671
44,12,0,0,1,0,17187.097,0,15368.356
34,12,1,0,1,0,17366.129,0,19210.445
23,12,1,0,1,0,17366.129,0,14777.266
27,12,1,0,1,0,17724.194,0,25121.352
25,16,0,0,1,0,17903.226,0,25712.442
22,12,0,0,1,0,17903.226,0,23643.625
24,16,0,0,0,0,17903.226,0,16993.856
23,12,0,0,1,0,17903.226,0,16254.992
31,16,0,0,1,0,17903.226,0,17732.719
23,12,1,0,1,0,17903.226,0,26599.078
27,12,0,0,1,0,18082.258,0,32657.757
20,12,1,0,1,0,18619.355,0,23643.625
20,12,0,0,1,0,18798.387,0,17732.719
52,15,0,0,1,0,18798.387,0,17437.174
33,16,0,0,1,0,19335.484,0,26599.078
40,12,0,0,1,0,19335.484,0,21279.263
31,12,1,0,1,0,19466.177,0,20259.631
35,12,0,0,1,0,19693.548,0,22535.33
33,12,0,0,0,0,19693.548,0,13299.539
22,12,0,0,1,0,19693.548,0,17732.719
29,16,1,0,1,0,20588.71,0,42854.071
26,12,0,0,1,0,21125.806,0,21982.661
23,12,0,0,1,0,21215.323,0,24884.916
30,12,0,0,1,0,21483.871,0,23348.08
43,12,0,0,1,0,21483.871,0,22165.899
43,12,0,0,1,0,21483.871,0,22165.899
31,12,0,0,1,0,21483.871,0,25121.352
23,12,0,0,1,0,21483.871,0,20688.172
23,13,0,0,1,0,21483.871,0,21279.263
28,16,0,0,1,0,21483.871,0,32509.985
30,12,0,0,1,0,21483.871,0,29554.531
53,12,1,0,1,0,21483.871,0,23643.625
32,12,0,0,1,0,21483.871,0,29554.531
43,12,0,0,1,0,21739.887,0,29338.783
43,12,0,0,1,0,21739.887,0,29338.783
37,17,0,0,0,0,23005.645,0,22165.899
23,12,1,0,1,0,23274.194,0,21427.035
28,12,1,0,1,0,24169.355,0,25860.215
27,14,1,0,0,0,25064.516,0,28815.668
46,12,0,0,0,0,25064.516,0,29554.531
30,12,1,0,1,0,26854.839,0,25897.158
35,17,0,0,1,0,44758.065,0,36943.164
26,15,0,0,1,0,19335.484,0,23643.625
25,12,0,0,1,0,8736.7742,0,23643.625
24,12,0,0,1,0,6624.1935,0,25121.352
22,14,0,0,1,0,20141.129,0,22284.117
27,13,0,0,1,0,20051.613,0,36943.164
36,12,1,0,1,0,25064.516,0,23643.625
35,13,0,0,1,0,21269.032,0,14777.266
34,12,1,0,1,0,23274.194,0,31032.258
28,14,0,0,1,0,12532.258,0,31032.258
18,12,0,0,1,0,23274.194,0,26599.078
21,12,0,0,1,0,21215.323,0,56892.473
28,16,1,0,1,0,19335.484,0,21279.263
24,14,0,0,1,0,0,0,0
30,12,0,0,1,0,15754.839,0,33987.711
42,12,0,0,1,0,17455.645,0,0
24,12,0,0,1,0,19693.548,0,29554.531
40,12,0,0,1,0,19693.548,0,17732.719
25,17,0,0,1,0,21036.29,0,22904.762
27,17,0,0,1,0,21578.758,0,28520.123
24,16,0,0,1,0,17903.226,0,42854.071
25,16,1,0,0,0,19335.484,0,23052.535
53,16,0,0,1,0,20112.484,0,19930.098
28,12,0,0,1,0,17903.226,0,32509.985
20,12,0,0,1,0,18655.161,0,16993.856
26,12,0,0,1,0,20946.774,0,22165.899
33,12,0,0,1,0,21483.871,0,20688.172
24,14,0,0,0,0,11637.097,0,12412.903
38,12,1,0,0,0,14322.581,0,16254.992
27,12,0,0,1,0,17545.161,0,24530.261
27,16,0,0,1,0,18619.355,0,88663.594
31,13,0,0,1,0,18798.387,0,29554.531
26,15,0,0,1,0,18798.387,0,23643.625
28,16,0,0,1,0,18798.387,0,22165.899
26,17,0,0,1,0,18977.419,0,35465.438
52,12,0,0,1,0,18977.419,0,20688.172
25,12,0,0,1,0,20588.71,0,22461.444
24,12,0,0,1,0,20767.742,0,22165.899
41,12,0,0,1,0,21483.871,0,25310.501
40,12,0,0,1,0,24772.694,0,32586.826
40,12,0,0,1,0,24772.694,0,32586.826
32,13,0,0,1,0,25064.516,0,7388.6329
24,12,1,0,1,0,25959.677,0,31032.258
46,12,1,0,1,0,32225.806,0,7882.1935
31,13,0,0,1,0,33658.065,0,31032.258
25,15,0,0,0,0,21483.871,0,39011.982
29,12,0,0,1,0,0,0,44331.797
25,14,0,0,0,0,14322.581,0,17437.174
42,16,0,0,1,0,19693.548,0,22165.899
24,12,0,0,1,0,23274.194,0,27485.714
25,14,1,0,1,0,23274.194,0,26303.533
44,12,0,0,1,0,12174.194,0,20963.029
27,12,0,0,0,0,18440.323,0,23348.08
28,14,0,0,1,0,20588.71,0,28446.237
33,16,0,0,1,0,21483.871,0,22018.126
25,16,0,0,1,0,24706.452,0,26229.647
26,12,1,0,1,0,22379.032,0,25121.352
39,12,0,0,1,0,20366.71,0,15049.167
31,14,0,0,1,0,20141.129,0,19653.763
31,14,0,0,1,0,20141.129,0,19653.763
23,13,1,0,1,0,17903.226,0,23643.625
42,12,0,0,1,0,21483.871,0,12232.621
36,14,0,0,1,0,23460.387,0,0
26,12,0,0,1,0,24169.355,0,21279.263
46,17,0,0,0,0,24094.161,0,24787.386
31,12,0,0,1,0,15038.71,0,35465.438
27,12,1,0,1,0,20588.71,0,21722.581
25,12,0,1,1,0,26586.29,0,25558.759
42,16,0,0,1,0,0,0,41376.344
28,12,0,0,1,0,8366.1774,0,0
28,12,0,0,1,0,10562.903,0,21722.581
27,13,0,0,1,0,14322.581,0,16254.992
35,12,1,0,1,0,14322.581,0,15638.78
35,12,1,0,1,0,14322.581,0,15638.78
26,12,0,0,1,0,15217.742,0,26599.078
19,12,0,0,1,0,15754.839,0,19210.445
29,12,0,0,1,0,17008.065,0,20688.172
34,12,1,0,1,0,17903.226,0,25121.352
28,16,0,0,1,0,18619.355,0,44331.797
31,16,0,0,1,0,18798.387,0,23348.08
37,15,1,0,0,0,19210.161,0,17732.719
40,12,0,0,1,0,19693.548,0,31032.258
37,12,0,0,1,0,19693.548,0,44331.797
48,12,0,0,1,0,20230.645,0,0
43,12,0,0,1,0,20588.71,0,19210.445
26,16,0,0,1,0,20588.71,0,28815.668
29,12,0,0,1,0,20588.71,0,19949.309
27,12,0,0,1,0,21120.435,0,23052.535
22,14,0,0,1,0,21483.871,0,23200.307
23,12,0,0,1,0,21483.871,0,26599.078
21,12,0,0,1,0,21483.871,0,12534.077
36,12,0,0,1,0,21483.871,0,23643.625
26,16,0,0,1,0,21483.871,0,29492.467
33,12,0,0,1,0,21483.871,0,21427.035
37,12,0,0,1,0,22379.032,0,24382.488
29,16,0,0,0,0,22737.097,0,33248.848
25,14,0,0,1,0,22916.129,0,31505.131
27,16,0,0,1,0,23274.194,0,27633.487
41,17,0,0,1,0,23274.194,0,22904.762
29,16,0,0,1,0,23274.194,0,23643.625
34,14,0,0,1,0,23274.194,0,22165.899
45,12,0,0,1,0,23632.258,0,26633.066
41,12,1,0,1,0,24885.484,0,21427.035
35,13,1,0,1,0,25959.677,0,26423.229
23,12,0,0,1,0,25959.677,0,58665.745
43,17,0,0,0,0,25959.677,0,36943.164
21,12,0,0,1,0,26138.71,0,38420.891
22,12,0,0,1,0,26765.323,0,35465.438
25,17,0,0,1,0,31151.613,0,53937.02
23,16,0,0,1,0,35806.452,0,44331.797
28,14,0,0,1,0,26854.839,0,22165.899
44,13,0,0,1,0,21918.919,0,22165.899
23,12,0,0,0,0,11413.306,0,2216.5899
39,14,0,0,1,0,21841.935,0,18619.355
23,12,0,0,1,0,21483.871,0,25121.352
24,14,1,0,1,0,26353.548,0,18767.127
24,13,0,1,1,0,24742.258,0,35317.665
51,12,0,0,1,0,19156.452,0,24382.488
34,12,0,0,1,0,20409.677,0,21131.49
27,12,0,0,1,0,20588.71,0,18323.81
29,17,0,0,1,0,21752.419,0,22165.899
26,14,1,0,1,0,25959.677,0,36943.164
26,13,0,1,1,0,5671.7419,0,25860.215
23,14,0,0,0,0,18798.387,0,41376.344
46,12,0,0,1,0,22622.516,0,23643.625
27,12,0,0,0,0,25422.581,0,61768.971
30,17,1,0,1,0,27929.032,0,33248.848
25,12,1,0,1,0,33300,0,29554.531
27,14,0,0,1,0,23306.419,0,26599.078
27,17,0,0,1,0,22379.032,0,14777.266
50,12,0,0,1,0,27544.113,0,26876.891
50,12,0,0,1,0,27544.113,0,26876.891
50,12,0,0,1,0,27544.113,0,26876.891
48,12,0,0,1,0,23881.113,0,25399.164
24,16,0,0,1,0,22880.323,0,29037.327
25,12,0,1,1,0,24169.355,0,31032.258
37,12,0,0,1,0,16385.032,0,23269.76
37,12,0,0,1,0,16385.032,0,23269.76
29,12,1,0,1,0,18619.355,0,23643.625
27,15,0,0,1,0,20588.71,0,35465.438
41,12,0,1,1,0,20946.774,0,22165.899
29,12,0,0,1,0,21483.871,0,22165.899
27,16,0,0,1,0,21483.871,0,23643.625
44,12,0,0,1,0,22379.032,0,23643.625
26,13,0,0,1,0,22379.032,0,37238.71
34,12,0,0,1,0,22379.032,0,26599.078
20,12,0,0,1,0,23274.194,0,24382.488
43,14,0,0,1,0,23274.194,0,28520.123
47,12,0,1,1,0,25028.71,0,25564.67
31,12,0,0,1,0,25064.516,0,29554.531
33,12,0,0,1,0,26496.774,0,24973.579
24,12,1,0,0,0,26854.839,0,29554.531
27,16,0,0,0,0,30435.484,0,42854.071
23,14,0,0,1,0,33658.065,0,26599.078
27,17,0,0,1,0,18261.29,0,28815.668
50,16,0,0,0,0,19693.548,0,17732.719
22,14,0,0,1,0,24706.452,0,20688.172
31,12,1,0,1,0,1503.871,0,27781.26
34,12,0,0,1,0,18619.355,0,20688.172
28,12,0,0,1,0,20051.613,0,22904.762
26,12,0,0,1,0,21483.871,0,26599.078
46,12,0,0,1,0,21841.935,0,22904.762
27,17,0,0,1,0,22379.032,0,24086.943
47,13,0,0,1,0,22558.065,0,24382.488
29,17,0,0,1,0,21483.871,0,27042.396
24,16,0,0,0,0,22379.032,0,26451.306
30,16,0,0,1,0,23274.194,0,28076.805
23,12,0,0,1,0,24033.29,0,14777.266
27,15,0,0,1,0,0,0,0
25,12,0,0,1,0,24074.468,0,25195.238
26,12,0,0,1,0,26767.113,0,27633.487
26,12,0,0,1,0,0,0,0
25,12,0,0,1,0,11279.032,0,21279.263
32,12,0,0,1,0,13785.484,0,31032.258
32,12,0,1,1,0,13964.516,0,66497.696
50,16,0,0,0,0,14322.581,0,39973.982
25,13,0,0,0,0,14322.581,0,20850.722
33,12,1,0,1,0,14322.581,0,23643.625
27,12,0,0,1,0,15038.71,0,12738.003
28,16,1,0,1,0,16112.903,0,22018.126
28,12,0,0,1,0,16112.903,0,0
38,12,0,0,1,0,16112.903,0,30293.395
31,12,0,0,1,0,17903.226,0,22165.899
28,12,0,0,1,0,18798.387,0,36943.164
43,12,1,0,1,0,19421.419,0,13559.619
37,17,1,0,1,0,19693.548,0,76841.782
37,17,1,0,1,0,19693.548,0,76841.782
23,12,0,0,1,0,19854.677,0,18914.9
55,12,0,0,1,0,20588.71,0,22165.899
34,17,0,0,1,0,20588.71,0,23421.966
28,17,0,0,1,0,20946.774,0,69453.149
31,14,0,0,1,0,21483.871,0,27830.025
28,12,0,0,1,0,21483.871,0,23643.625
25,12,0,1,1,0,21483.871,0,25121.352
54,15,0,0,1,0,21483.871,0,59109.063
42,12,1,0,0,0,21483.871,0,22165.899
35,12,0,0,1,0,21483.871,0,29554.531
27,13,0,0,0,0,21483.871,0,22165.899
45,12,0,0,1,0,21483.871,0,0
26,12,1,0,1,0,21483.871,0,31623.349
28,16,0,0,1,0,21483.871,0,11821.813
30,16,0,0,1,0,21483.871,0,22165.899
24,12,0,1,1,0,21483.871,0,23052.535
26,14,0,0,1,0,22020.968,0,22165.899
35,14,0,0,1,0,22379.032,0,22165.899
42,17,0,0,1,0,22379.032,0,0
42,17,0,0,1,0,22379.032,0,0
28,16,0,0,1,0,22379.032,0,27337.942
28,12,0,0,1,0,22379.032,0,29554.531
27,14,0,0,1,0,22558.065,0,23531.318
35,16,0,0,1,0,22737.097,0,21834.888
55,12,0,0,1,0,22916.129,0,17732.719
36,14,0,0,1,0,23274.194,0,33248.848
42,16,0,1,1,0,23274.194,0,29554.531
22,12,0,0,1,0,23274.194,0,26155.76
33,12,1,0,1,0,23274.194,0,36943.164
38,12,0,0,1,0,23274.194,0,25121.352
48,16,0,0,1,0,23274.194,0,39898.618
48,16,0,0,1,0,23274.194,0,39898.618
25,13,0,0,1,0,23456.806,0,26007.988
23,14,0,0,1,0,24169.355,0,31032.258
31,16,0,0,1,0,24706.452,0,28963.441
26,12,0,0,1,0,24885.484,0,26599.078
32,12,0,0,1,0,25064.516,0,26599.078
29,13,0,0,1,0,25064.516,0,0
29,13,0,0,1,0,25064.516,0,0
30,16,0,0,1,0,25243.548,0,27042.396
47,14,1,0,1,0,25565.806,0,23974.636
51,12,1,0,1,0,25601.613,0,25121.352
26,14,0,0,1,0,25780.645,0,31032.258
32,16,0,0,1,0,25959.677,0,35465.438
35,14,0,0,1,0,26496.774,0,29554.531
35,14,0,0,1,0,26496.774,0,29554.531
54,12,0,0,1,0,26854.839,0,2049.6068
55,12,0,0,1,0,26854.839,0,26599.078
55,12,0,0,1,0,26854.839,0,26599.078
38,12,0,0,1,0,26854.839,0,29554.531
25,12,0,0,0,0,26854.839,0,18176.037
30,12,0,0,1,0,28645.161,0,32509.985
25,17,0,0,1,0,29003.226,0,28076.805
39,12,0,0,0,0,31509.677,0,15516.129
28,14,0,0,1,0,32225.806,0,36943.164
47,12,1,0,1,0,32225.806,0,17732.719
39,17,0,0,1,0,35448.387,0,32509.985
49,12,0,0,1,0,35806.452,0,23643.625
21,12,0,0,1,0,50129.032,0,0
31,14,0,0,1,0,20767.742,0,23939.171
27,12,0,0,1,0,21483.871,0,33987.711
37,12,0,0,1,0,22200,0,22904.762
51,12,0,0,1,0,22379.032,0,19411.416
29,12,0,0,1,0,26854.839,0,28076.805
27,14,0,0,1,0,29540.323,0,23200.307
24,13,0,0,1,0,1790.3226,0,449.22888
32,12,0,0,1,0,24812.081,0,12412.903
31,17,0,0,1,0,25601.613,0,27042.396
46,12,0,0,0,0,12532.258,0,0
40,15,0,1,1,0,23274.194,0,26599.078
27,16,0,0,1,0,7161.2903,0,36204.301
27,17,0,0,1,0,22200,0,25860.215
28,14,0,0,1,0,22379.032,0,27337.942
29,17,0,0,1,0,24527.419,0,23643.625
36,13,0,0,1,0,25064.516,0,25564.67
23,12,0,0,1,0,26854.839,0,17437.174
28,12,0,0,1,0,18261.29,0,21427.035
28,12,0,0,1,0,15217.742,0,19210.445
34,12,0,0,1,0,22200,0,22904.762
41,12,0,0,1,0,14322.581,0,22165.899
25,13,0,0,1,0,18261.29,0,0
45,12,0,0,1,0,21483.871,0,10639.631
45,12,1,0,1,0,21483.871,0,28076.805
41,12,0,0,1,0,21483.871,0,33987.711
35,16,0,0,0,0,21841.935,0,24825.806
